credit card,website,image,bank,proc
Morgan Stanley Amex Platinum,americanexpress.com,https://cards.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-angled/LFT_card_rCMY_Lufthansa_359x246_angled_L.png,Cooler Bank,Mastercard
Bank of America Unlimited Cash Rewards,bankofamerica.com,https://www.bankofamerica.com/content/images/ContextualSiteGraphics/CreditCardArt/en_US/Approved_PCM/8ckn_cshsigcm_v_250x158.png,Bank of America,Visa
Chase Slate Edge,chase.com,https://creditcards.chase.com/K-Marketplace/images/cardart/sapphire_preferred_card.png,Chase,Visa
United Club Business,united.com,https://creditcards.chase.com/K-Marketplace/images/cardart/united_biz_card.png,Cool Bank,Mastercard
Wells Fargo Active Cash,wellsfargo.com,https://creditcards.chase.com/travel-credit-cards/united/united-explorer,Wells Fargo,Visa
Citi Custom Cash,citi.com,https://www.citi.com/CRD/images/citi-premier/citi-premier_222x140.png,Citi,Mastercard
NBT Bank Platinum,nbtbank.com,https://cards.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-angled/LFT_card_rCMY_Lufthansa_359x246_angled_L.png,Awesome Bank,Mastercard
Choice Privileges Visa Signature,choicehotels.com,https://www.citi.com/CRD/images/citi-premier/citi-premier_222x140.png,Cooler Bank,Visa
U.S. Bank Altitude Connect Visa Signature,usbank.com,https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/open/category/cardarts/hilton-honors.png,U.S. Bank,Visa
JetBlue,jetblue.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_unlimited_card.png,Super Bank,Visa
Frontier Airlines World MasterCard,flyfrontier.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Cool Bank,Mastercard
SoFi,sofi.com,https://www.americanexpress.com/en-us/business/credit-cards/campaign/core/assets/card-art-business-platinum-1624478767.png,Cooler Bank,Visa
United Quest,united.com,https://creditcards.chase.com/travel-credit-cards/united/united-explorer,Super Bank,Mastercard
TD Double Up,td.com,https://www.americanexpress.com/en-us/business/credit-cards/campaign/core/assets/card-art-business-platinum-1624478767.png,Super Bank,Visa
Chase Freedom Student,chase.com,https://creditcards.chase.com/K-Marketplace/images/cardart/sapphire_preferred_card.png,Chase,Visa
Santander Ultimate Cash Back,santanderbank.com,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxISEBUSEhIVFRUVFRUVFRUVFRYVFhUWFRUWFxcXFxUYHSggGBolGxUVITEhJSkrLi4uFx8zODMsNygtLisBCgoKBQUFDgUFDisZExkrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrK//AABEIALIBGwMBIgACEQEDEQH/xAAcAAACAgMBAQAAAAAAAAAAAAAAAQIDBAUHBgj/xABCEAABAgMDCAcHAQYHAQEAAAABAAIDEfAhMVEEEkFhgZHR4QUTUnGSobEGFCIyU8HxBxU0QnOTshYzVGKCosLSI//EABQBAQAAAAAAAAAAAAAAAAAAAAD/xAAUEQEAAAAAAAAAAAAAAAAAAAAA/9oADAMBAAIRAxEAPwDtmUR82VkybAPucBr5Krrj+OaMoHxbPv5XKutXNBZ1pxPlwR1px9OCrrmUkFvXHE+XBHWnH04KquARXFBb1pxPlwR1xx9OCqreityC3rTj6cEdaccMOCqriidd9yCzrjifLggxjjjhwVc67kV9ygt644ny4JdcccMOCqreif34ILeuOPpj3I64444cFVOu4I5cUFvXHE+XBPrTj6cFTW8on9+CC3rjjhhwR1xx9Me5VTruCBw4oLeuOJ04cE+tOJ8sO5UzrvKZP34ILRFOJ0YcEdccfTHuVU67ggcEFvWnHHDgjrTidOHBVDh6on9/MoLetOJ8sO5AinE6MNOxajpTpOLAa55yfPYJkubEFgumWlsx5qXQXTDcpYXNaWlpALTbKyy1BtetOJ8se5PrTidOHBeeyn2la3KPd2wi92c1kw4AZxlMSloJ8in/AIjacq92EMk5+ZnZwliTKWi3cg9B1hxPlh3JiIcT5cF5vpb2shQnljWmI5pIdIgNBulO2ZCv6C9oRlLyzqy0tbnG2YlYPug3oiHE6MOCBEOPpwWh6a9o2ZM8QywvdmhxkQAMNpWx6Ly0R4TYgEg7ROcviIv2INkx81NY8O+sVkIMXKfm2D7qqtfJWZSfi2DT3qqsAg02XdPFkV0JsFz3CQaA6xxLQ4zssABvtUj0vFLxDZkry4Ma983BrWlwnIOl8RF2hV5FCI6QjOLTIsEjKw2QrvNa/LCREi+8ujvm4iDBhZ4YW25oOZKcxm2k6Sg2uW9OshwmRQ0uDnZpkfl+EvJnpsCienHNHx5O5rnS6uHnAufnGTQRL4dd8pLz7Mmf7nBaWOmMpm4ZpsHVXywnYt70nDJy/J3ZpkGvmZTAJzrzigyB0sRDiOfDzXw2lxZnTuEz8UtY0aQsfJunXv8AibkzurBk95cAAQZENs+IDGzT3rA6QY7rctJBAMAyMjIyZDuOzySPS3V5GITYLy9zHNhybNpzpjOnplO6U7EHqYcQOAIuNHgpTr0Wv6DgvZk7GxPnkS4YZxJl32rX9N9J5W1xhQIAmborjni3S1jReNdyCj2r6YLIsGDBtiZ2cRhMFjAe8uJl/tGK9NXFeD6JybqMoMSNDixos5l0hIONky42Ey0CYGM7vbwIwe0OE7cRIg6UFs69EVuSnXoityB19yidd6Vb0p15BBKddyK3WpVuRW+9A63oJrySnXkEVuQOddwRy4pV9yidd6B1vKZ48Ep13WIFbEDrcEDhxSHDztTnXegjHhB7HMNzmlp/5TBXhfZHL/d/eQ/+BmdLFzCWy3uAXva3WLm3tT0dFblcXMhvLXyfNrHEWyJEwO0Cg2PsRk5fGiZS+0Qw4zxe4EuOwE+IKHsY3rctMU6A+Ie95l/6O5bkZG7JujHMa0mI6H8QaCXZ8WQNgtsBl3NWu9k4MWDk2URRCd1ljWMLSCS0TsabSPj8kGLFyeLkOU9a6Hnsmc1xtBDjZb/C9ew6N6WhRoZjCzNBz53tF5nqsXl8t9pcpiQ3QfdSC8Fp+F5sIkZNIvWM3II8DJHgw35+UFrcxrS4thsmSXSuJLgJHRNBHJMndlkXKIpFzHxAMDKUNuwD/qt/7B5ROA5nZfPY4cQVqui/ZeO+GHiN1WdewhwN5AnI7dqyPY+BEg5RFhva4AggOLSGktNhButE0HtId42LJWNDvHeVkoMTKfm2D7qmsfNXZV82waO9UmvwEBOuJROuASNfhFa+SBzqtKU6rSlOuCKrWgqy2AIkN8MmQc0tnfIEeqWQZN1UNsMGebMTunMky81dVa0VWtA65pVs5orklXPuQOda0VsSrZzROvQIHW1FbAlOvUonXoEDriideiVcUVtQOt16K3pVsCK2m9A516IrdelOvRFcUDrenOvIKNbTyTnXdcgdblVlUVzWOc1peQLGgymTrVlfcqMRpIImWk6RKYJwmCEGIek2gAvLbW53wFz5l0QQ2tb8ImSSBjOySn+1IU5Td/FP4XWCGc1xNlgBIVX7LaBMEudaQ5xtJ6zPzpgWHOukJDBQyTogCGWxHFznCI1xB0PfnnRfdb5IMqP0ixkwc4luaCALSC4CYneJkKTukIYBJcRIvBsN7RnOsloCo/ZMObjb8c7LLC54eSLJk5wBtnhdYpxejmOJJLrQ+YmAJvbmOddeRsQWwukYbnAAmZkbWuHzCbQZiwkWy1jFVDpMCI9hFjCRMEkybDDy4iVgtlferhkbQ8PF4vsac7NEgSSJjYQq3dHMLi4lxDnFxbP4S5zMwmQEz8IlKckFxy5k82ZJm0SAJ+Zufh2VW3pJk5EyPx3BxADXlhJMhK0eelQHRwzXDPf8RaSZtnJtjR8tgkBaLbL52qTujYZDhbJweDboc/PP/YoJnpKH8XxfKSLjaQ4MIGMnEBXQspa5xaJzbKcwRKycpnTaqRkTQXZpLc7AMsJM3EEtJ2GYtuTgZGGlpznHNZmAEiUjK26ZNmk4ykgzIV4rWspYsK8LKQYeV/NsH3VNYK7K/m2DT3qmrvuUCFflFauaKxRWJ5ICtfJKvwiqOlFa+QQFVrRVa0q/CKrWgdcu9KuSK7uaK5ICq1IrYiuSK59yArgEVxKSK4BA516BFcSlXEorZoQOuARXFFbUq2IJVwRWwJVtRXBA62lE69Eq4p1wQOVeqK3pVxTFd5QOtyK+5SrYLk64oHW+5Fbkq33J1sCB19yit6VcU516IHOu6wIFbL0q3J1xQOt6J15BKdd6dbkE4V4q5ZaxIV4WWgw8r+bYNMsVRWkq/K/m2DDWqTVvBAjWjySrDyTrDzKVUSgK/ASr8lOqOlKvwEBVYBFfhFfkoqsAgKrWlVa0V+EV+EBXJFcu5FckVyQFc+5Fc0VWpFc0BXAIRXNFcAgK2c0Vt5IrbyRWzmgK2J1tRXAIriUBWxOtqVcAnXEoCtidbdKVcAnXFAVwTriituhFbEBW+5OtgRKtZTrggUq9U64IlXqnXBAVuRW+9FbkSrvQFfYJitiK4IrcgnCvCy1iwrxV6ykGHlfzbBonpKprQFdlfzbBjrVMqlxQKsUjWnyTNW/YIrBAq18kV+SisAg1+ECr8DSivynWvklVYoCqwCK5BFflFVgEBXIIrkEVyCK5BAVyRVakVyCK5ICuaVc+9Oq1IrmgK5IrbyRVa0VyQFbEVwCdbeARXNAVxKK4BOuARXEoCuJRXBFbE628kBXFOuASrZzUhXeg0/T3tHAySQiFznuE2w2AF5E5FxmQGtnZMnRZNaUfqFDN2TRfFD2fxLyXtY9zukMpN8nhomTY1sNoAAw095K1rXOAPy3azdqCDoDv1AhgTOTxQBec6HjqKs/x03/SxfFC/wDpeKyXIQ4fG8uxFrR3ZovHfNZb+j3ATY+drRmv+IfEQJz+aduKD1P+PoenJo0tRhEyGrOC9L0X0jCyiEIsJ2c0zF0iDpDgbQRguU5RAeDc2/8A3L0f6a5zY+UMJGa5kJ8hdnBz2l2MyJD/AIjBB76uCK3JorYEE4V4q9ZSxYV4WUgw8q+bYNMsVTWkq7Kvm2DDEqk1bwQKsEVRKcqlxSNaUBWPmlVFOreCJVyQKtXNFa+Sda+SKrFAq1c0V+U6/GCKrFAhVaAivwnX5RVYBAq5BFcgnX41IrkECqtSKrUnXIIqtSBVzRVa06rUiuaBSr7J1WpFVrTrkgVc064BFVqTFcUCTrZzRXJOtqBVt5Jiu5FbOaYrgg477VT9/wAplL/M135jVpiXWzLbteC3PtTne/5TKR//AE0n/a3ctQ9j7RIW6ZnTOeipoN1kNongBNbHPMmylPPbfOXzatclqsifZes4xDJoEvnbfdYc7/ygsy6FEziZtvErDtlatz+nod7xGzpf5MO4EfxvxK0eURIhNzL8Tat7+n4d7xGzpf5MOUp9t2KD3KK4IrihBOFeK71lLFhXhZSDDykfFsGiekqqtAVuU/NsHqVXKpII1pKKwUqv4JSrmUCrBEqu805VeiVXoFWrmiVcApVRSlWjegUq4lFfgKUq4BEq4lBGVVeUSripSrgESqrygjKseARValKVcUSqrggjVakVWpSlVXBEqrQgjVak659ycqrQiVVoQKuaJVWlOVfdEq+6BSr7JgVWhOVVpRKvsgVc0VyUpVWhEq+6BSrWgJyr7JoOPe2IfDy+PYJue0gHBzGkHusO4rVRBEIlICekG3YuwdO+zsDK5GIC17QQ2I2QeAbwZghwnoK0Y/T5n+pi+CHwQeAhhzGzmDLZNZb2vcBJ4BBBEhLEWkkzXtHfp7DIkcpi+CHwVg9gmf6mL4IezQg8XEjxew2/HmvT/pwXOjR3m1vVwmhwumXRHS7wJbws5vsGyduUxSJ3BsMecl6PovoyFk0IQoLc1omTpLib3OOlxxQZdcEVxRW1FbEEoV4ruWUsaHeKtWSg12X5VDY+T4jGzaJZzw2dpxNqx/2jA+tC/qN4rwX6wfvMH+Uf7yvAyQd8/aEH60P+owfdH7Qg/Whf1Gn7rggCkAg717/B+tD/AKjfQFP36D9WH42+k1wdoU2hB3X36D9WH42+k0e+wvqw/G3iuHBqmAg7eMshfVh+NvmZo98hfVh+NvpNcTAUgEHavfIX1WeNvFHvcL6sPxt8rVxcBMNQdo97hfUh+NvG1HvUP6jPG3ztXGc0JgIOy+9Q/qM8beNyfvUP6jPG3jcuNhqckHY/eYf1GeJvG5HvMP6jPE3jcuOZqeaEHYveYf1GeJvG5P3iH9RnibvvXHM0IzQg7H7xD7bPEN96fXs7bfEON646GjBMNGCDsPXs7bfEN16fXs7bfEKkuPho1IzRgg7B17O23xDfejrmdtviG5cgzQjNCDsHXM7bfEEdcztt8Q3rjpaFW4DBB2frmdpviG5HXM7bfEFxRzRgqntGAQdw69nbb4hcjrmdtviF64S5owCqcwYBB3rrmdtviCOuZ2m+ILgRYMAo5gwG5B9BQorSQA5p7iFmLhHsg0e/5NYP81q7ug5T+sH7zB/lH+8rwK99+sH7zB/lH+8rwKBhTCgFMIJhTaoBTagsCmFEKQQTCkFEKQQSCkFEKQQNSCipBAwmkE0AmEIQNEkJoBSCSYQMJoQgEIQgRVTlYVByCpyqcrXKpyCpyqcrHKtyCtygplQQbf2R/f8AJv5rPVd3XCPZL9/yb+cz1Xd0HKf1g/eYP8o/3leBXZf1E9mX5XCY+CAYsKcm3Z7HXga5gEbVyKPkUVji18N7SLwWuBHkgoCmExBd2XbipCC7su3FABWNSEF3ZduKsEJ3ZduKAarAk2E7su3FTEJ3ZduKACkExDd2TuKkITuydxQIKQTEF3ZduKYhO7J3FAgpBAhO7J3FSEJ3ZO4oAIUhDd2TuKfVO7J3FBEIU+qd2TuKOqd2TuKCKYUuqd2TuKOrd2TuKBJhPq3dk7imIbuydxQCFIQ3dk7ijqndk7igihT6t3ZO4o6t3ZO4oKnKtyudCd2TuKg6E7sncUGO5VOWQ6E7sncVU6E7sncUGO5VOWQ6E7su3FUugu7LtxQUlRKtMF3ZduKiILuw7cUGz9kf3/Jv5zPVd4XMf089k4ojNyqOwsayZhtdY5ziJBxbeAASbdMl05AIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhB//9k=",Cool Bank,Visa
Free Spirit Travel More World Elite Mastercard,mastercard.us,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Nice Bank,Mastercard
Amazon Prime Store,amazon.com,https://www.alaskaair.com/content/credit-card/visa-signature,Cooler Bank,Mastercard
The American Express Platinum for Schwab,americanexpress.com,https://www.americanexpress.com/en-us/business/credit-cards/campaign/core/assets/card-art-business-platinum-1624478767.png,Cool Bank,American Express
El Al Fly Preferred,elal.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Cool Bank,Mastercard
Harley Davidson Visa,harley-davidson.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Cool Bank,Mastercard
RCI Elite Rewards Mastercard,mastercard.us,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxISEBUSEhIVFRUVFRUVFRUVFRYVFhUWFRUWFxcXFxUYHSggGBolGxUVITEhJSkrLi4uFx8zODMsNygtLisBCgoKBQUFDgUFDisZExkrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrKysrK//AABEIALIBGwMBIgACEQEDEQH/xAAcAAACAgMBAQAAAAAAAAAAAAAAAQIDBAUHBgj/xABCEAABAgMDCAcHAQYHAQEAAAABAAIDEfAhMVEEEkFhgZHR4QUTUnGSobEGFCIyU8HxBxU0QnOTshYzVGKCosLSI//EABQBAQAAAAAAAAAAAAAAAAAAAAD/xAAUEQEAAAAAAAAAAAAAAAAAAAAA/9oADAMBAAIRAxEAPwDtmUR82VkybAPucBr5Krrj+OaMoHxbPv5XKutXNBZ1pxPlwR1px9OCrrmUkFvXHE+XBHWnH04KquARXFBb1pxPlwR1xx9OCqreityC3rTj6cEdaccMOCqriidd9yCzrjifLggxjjjhwVc67kV9ygt644ny4JdcccMOCqreif34ILeuOPpj3I64444cFVOu4I5cUFvXHE+XBPrTj6cFTW8on9+CC3rjjhhwR1xx9Me5VTruCBw4oLeuOJ04cE+tOJ8sO5UzrvKZP34ILRFOJ0YcEdccfTHuVU67ggcEFvWnHHDgjrTidOHBVDh6on9/MoLetOJ8sO5AinE6MNOxajpTpOLAa55yfPYJkubEFgumWlsx5qXQXTDcpYXNaWlpALTbKyy1BtetOJ8se5PrTidOHBeeyn2la3KPd2wi92c1kw4AZxlMSloJ8in/AIjacq92EMk5+ZnZwliTKWi3cg9B1hxPlh3JiIcT5cF5vpb2shQnljWmI5pIdIgNBulO2ZCv6C9oRlLyzqy0tbnG2YlYPug3oiHE6MOCBEOPpwWh6a9o2ZM8QywvdmhxkQAMNpWx6Ly0R4TYgEg7ROcviIv2INkx81NY8O+sVkIMXKfm2D7qqtfJWZSfi2DT3qqsAg02XdPFkV0JsFz3CQaA6xxLQ4zssABvtUj0vFLxDZkry4Ma983BrWlwnIOl8RF2hV5FCI6QjOLTIsEjKw2QrvNa/LCREi+8ujvm4iDBhZ4YW25oOZKcxm2k6Sg2uW9OshwmRQ0uDnZpkfl+EvJnpsCienHNHx5O5rnS6uHnAufnGTQRL4dd8pLz7Mmf7nBaWOmMpm4ZpsHVXywnYt70nDJy/J3ZpkGvmZTAJzrzigyB0sRDiOfDzXw2lxZnTuEz8UtY0aQsfJunXv8AibkzurBk95cAAQZENs+IDGzT3rA6QY7rctJBAMAyMjIyZDuOzySPS3V5GITYLy9zHNhybNpzpjOnplO6U7EHqYcQOAIuNHgpTr0Wv6DgvZk7GxPnkS4YZxJl32rX9N9J5W1xhQIAmborjni3S1jReNdyCj2r6YLIsGDBtiZ2cRhMFjAe8uJl/tGK9NXFeD6JybqMoMSNDixos5l0hIONky42Ey0CYGM7vbwIwe0OE7cRIg6UFs69EVuSnXoityB19yidd6Vb0p15BBKddyK3WpVuRW+9A63oJrySnXkEVuQOddwRy4pV9yidd6B1vKZ48Ep13WIFbEDrcEDhxSHDztTnXegjHhB7HMNzmlp/5TBXhfZHL/d/eQ/+BmdLFzCWy3uAXva3WLm3tT0dFblcXMhvLXyfNrHEWyJEwO0Cg2PsRk5fGiZS+0Qw4zxe4EuOwE+IKHsY3rctMU6A+Ie95l/6O5bkZG7JujHMa0mI6H8QaCXZ8WQNgtsBl3NWu9k4MWDk2URRCd1ljWMLSCS0TsabSPj8kGLFyeLkOU9a6Hnsmc1xtBDjZb/C9ew6N6WhRoZjCzNBz53tF5nqsXl8t9pcpiQ3QfdSC8Fp+F5sIkZNIvWM3II8DJHgw35+UFrcxrS4thsmSXSuJLgJHRNBHJMndlkXKIpFzHxAMDKUNuwD/qt/7B5ROA5nZfPY4cQVqui/ZeO+GHiN1WdewhwN5AnI7dqyPY+BEg5RFhva4AggOLSGktNhButE0HtId42LJWNDvHeVkoMTKfm2D7qmsfNXZV82waO9UmvwEBOuJROuASNfhFa+SBzqtKU6rSlOuCKrWgqy2AIkN8MmQc0tnfIEeqWQZN1UNsMGebMTunMky81dVa0VWtA65pVs5orklXPuQOda0VsSrZzROvQIHW1FbAlOvUonXoEDriideiVcUVtQOt16K3pVsCK2m9A516IrdelOvRFcUDrenOvIKNbTyTnXdcgdblVlUVzWOc1peQLGgymTrVlfcqMRpIImWk6RKYJwmCEGIek2gAvLbW53wFz5l0QQ2tb8ImSSBjOySn+1IU5Td/FP4XWCGc1xNlgBIVX7LaBMEudaQ5xtJ6zPzpgWHOukJDBQyTogCGWxHFznCI1xB0PfnnRfdb5IMqP0ixkwc4luaCALSC4CYneJkKTukIYBJcRIvBsN7RnOsloCo/ZMObjb8c7LLC54eSLJk5wBtnhdYpxejmOJJLrQ+YmAJvbmOddeRsQWwukYbnAAmZkbWuHzCbQZiwkWy1jFVDpMCI9hFjCRMEkybDDy4iVgtlferhkbQ8PF4vsac7NEgSSJjYQq3dHMLi4lxDnFxbP4S5zMwmQEz8IlKckFxy5k82ZJm0SAJ+Zufh2VW3pJk5EyPx3BxADXlhJMhK0eelQHRwzXDPf8RaSZtnJtjR8tgkBaLbL52qTujYZDhbJweDboc/PP/YoJnpKH8XxfKSLjaQ4MIGMnEBXQspa5xaJzbKcwRKycpnTaqRkTQXZpLc7AMsJM3EEtJ2GYtuTgZGGlpznHNZmAEiUjK26ZNmk4ykgzIV4rWspYsK8LKQYeV/NsH3VNYK7K/m2DT3qmrvuUCFflFauaKxRWJ5ICtfJKvwiqOlFa+QQFVrRVa0q/CKrWgdcu9KuSK7uaK5ICq1IrYiuSK59yArgEVxKSK4BA516BFcSlXEorZoQOuARXFFbUq2IJVwRWwJVtRXBA62lE69Eq4p1wQOVeqK3pVxTFd5QOtyK+5SrYLk64oHW+5Fbkq33J1sCB19yit6VcU516IHOu6wIFbL0q3J1xQOt6J15BKdd6dbkE4V4q5ZaxIV4WWgw8r+bYNMsVRWkq/K/m2DDWqTVvBAjWjySrDyTrDzKVUSgK/ASr8lOqOlKvwEBVYBFfhFfkoqsAgKrWlVa0V+EV+EBXJFcu5FckVyQFc+5Fc0VWpFc0BXAIRXNFcAgK2c0Vt5IrbyRWzmgK2J1tRXAIriUBWxOtqVcAnXEoCtidbdKVcAnXFAVwTriituhFbEBW+5OtgRKtZTrggUq9U64IlXqnXBAVuRW+9FbkSrvQFfYJitiK4IrcgnCvCy1iwrxV6ykGHlfzbBonpKprQFdlfzbBjrVMqlxQKsUjWnyTNW/YIrBAq18kV+SisAg1+ECr8DSivynWvklVYoCqwCK5BFflFVgEBXIIrkEVyCK5BAVyRVakVyCK5ICuaVc+9Oq1IrmgK5IrbyRVa0VyQFbEVwCdbeARXNAVxKK4BOuARXEoCuJRXBFbE628kBXFOuASrZzUhXeg0/T3tHAySQiFznuE2w2AF5E5FxmQGtnZMnRZNaUfqFDN2TRfFD2fxLyXtY9zukMpN8nhomTY1sNoAAw095K1rXOAPy3azdqCDoDv1AhgTOTxQBec6HjqKs/x03/SxfFC/wDpeKyXIQ4fG8uxFrR3ZovHfNZb+j3ATY+drRmv+IfEQJz+aduKD1P+PoenJo0tRhEyGrOC9L0X0jCyiEIsJ2c0zF0iDpDgbQRguU5RAeDc2/8A3L0f6a5zY+UMJGa5kJ8hdnBz2l2MyJD/AIjBB76uCK3JorYEE4V4q9ZSxYV4WUgw8q+bYNMsVTWkq7Kvm2DDEqk1bwQKsEVRKcqlxSNaUBWPmlVFOreCJVyQKtXNFa+Sda+SKrFAq1c0V+U6/GCKrFAhVaAivwnX5RVYBAq5BFcgnX41IrkECqtSKrUnXIIqtSBVzRVa06rUiuaBSr7J1WpFVrTrkgVc064BFVqTFcUCTrZzRXJOtqBVt5Jiu5FbOaYrgg477VT9/wAplL/M135jVpiXWzLbteC3PtTne/5TKR//AE0n/a3ctQ9j7RIW6ZnTOeipoN1kNongBNbHPMmylPPbfOXzatclqsifZes4xDJoEvnbfdYc7/ygsy6FEziZtvErDtlatz+nod7xGzpf5MO4EfxvxK0eURIhNzL8Tat7+n4d7xGzpf5MOUp9t2KD3KK4IrihBOFeK71lLFhXhZSDDykfFsGiekqqtAVuU/NsHqVXKpII1pKKwUqv4JSrmUCrBEqu805VeiVXoFWrmiVcApVRSlWjegUq4lFfgKUq4BEq4lBGVVeUSripSrgESqrygjKseARValKVcUSqrggjVakVWpSlVXBEqrQgjVak659ycqrQiVVoQKuaJVWlOVfdEq+6BSr7JgVWhOVVpRKvsgVc0VyUpVWhEq+6BSrWgJyr7JoOPe2IfDy+PYJue0gHBzGkHusO4rVRBEIlICekG3YuwdO+zsDK5GIC17QQ2I2QeAbwZghwnoK0Y/T5n+pi+CHwQeAhhzGzmDLZNZb2vcBJ4BBBEhLEWkkzXtHfp7DIkcpi+CHwVg9gmf6mL4IezQg8XEjxew2/HmvT/pwXOjR3m1vVwmhwumXRHS7wJbws5vsGyduUxSJ3BsMecl6PovoyFk0IQoLc1omTpLib3OOlxxQZdcEVxRW1FbEEoV4ruWUsaHeKtWSg12X5VDY+T4jGzaJZzw2dpxNqx/2jA+tC/qN4rwX6wfvMH+Uf7yvAyQd8/aEH60P+owfdH7Qg/Whf1Gn7rggCkAg717/B+tD/AKjfQFP36D9WH42+k1wdoU2hB3X36D9WH42+k0e+wvqw/G3iuHBqmAg7eMshfVh+NvmZo98hfVh+NvpNcTAUgEHavfIX1WeNvFHvcL6sPxt8rVxcBMNQdo97hfUh+NvG1HvUP6jPG3ztXGc0JgIOy+9Q/qM8beNyfvUP6jPG3jcuNhqckHY/eYf1GeJvG5HvMP6jPE3jcuOZqeaEHYveYf1GeJvG5P3iH9RnibvvXHM0IzQg7H7xD7bPEN96fXs7bfEON646GjBMNGCDsPXs7bfEN16fXs7bfEKkuPho1IzRgg7B17O23xDfejrmdtviG5cgzQjNCDsHXM7bfEEdcztt8Q3rjpaFW4DBB2frmdpviG5HXM7bfEFxRzRgqntGAQdw69nbb4hcjrmdtviF64S5owCqcwYBB3rrmdtviCOuZ2m+ILgRYMAo5gwG5B9BQorSQA5p7iFmLhHsg0e/5NYP81q7ug5T+sH7zB/lH+8rwK99+sH7zB/lH+8rwKBhTCgFMIJhTaoBTagsCmFEKQQTCkFEKQQSCkFEKQQNSCipBAwmkE0AmEIQNEkJoBSCSYQMJoQgEIQgRVTlYVByCpyqcrXKpyCpyqcrHKtyCtygplQQbf2R/f8AJv5rPVd3XCPZL9/yb+cz1Xd0HKf1g/eYP8o/3leBXZf1E9mX5XCY+CAYsKcm3Z7HXga5gEbVyKPkUVji18N7SLwWuBHkgoCmExBd2XbipCC7su3FABWNSEF3ZduKsEJ3ZduKAarAk2E7su3FTEJ3ZduKACkExDd2TuKkITuydxQIKQTEF3ZduKYhO7J3FAgpBAhO7J3FSEJ3ZO4oAIUhDd2TuKfVO7J3FBEIU+qd2TuKOqd2TuKCKYUuqd2TuKOrd2TuKBJhPq3dk7imIbuydxQCFIQ3dk7ijqndk7igihT6t3ZO4o6t3ZO4oKnKtyudCd2TuKg6E7sncUGO5VOWQ6E7sncVU6E7sncUGO5VOWQ6E7su3FUugu7LtxQUlRKtMF3ZduKiILuw7cUGz9kf3/Jv5zPVd4XMf089k4ojNyqOwsayZhtdY5ziJBxbeAASbdMl05AIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhAIQhB//9k=",Cooler Bank,Mastercard
Carnival World Mastercard,mastercard.us,https://ecm.capitalone.com/WCM/card/products/venture-card-art.png,Nice Bank,Mastercard
Southwest Rapid Rewards Premier Business,southwest.com,https://www.americanexpress.com/en-us/business/credit-cards/campaign/core/assets/card-art-business-platinum-1624478767.png,Cool Bank,Visa
Southwest Rapid Rewards Performance Business,southwest.com,https://www.americanexpress.com/en-us/business/credit-cards/campaign/core/assets/card-art-business-platinum-1624478767.png,Cooler Bank,Visa
Wyndham Rewards Earner Plus,wyndhamhotels.com,https://creditcards.wellsfargo.com/W-Card-PaidDigital/v13-8/images/Products/Autograph/Autograph_card_art_D.png,Nice Bank,Visa
Wyndham Rewards Earner,wyndhamhotels.com,https://creditcards.wellsfargo.com/W-Card-PaidDigital/v13-8/images/Products/Autograph/Autograph_card_art_D.png,Nice Bank,Visa
Wyndham Rewards Earner Business,wyndhamhotels.com,https://creditcards.wellsfargo.com/W-Card-PaidDigital/v13-8/images/Products/Autograph/Autograph_card_art_D.png,Cool Bank,Visa
United Gateway,united.com,https://creditcards.chase.com/travel-credit-cards/united/united-explorer,Awesome Bank,Mastercard
Wells Fargo Hotels.com Rewards Visa,wellsfargo.com,https://creditcards.wellsfargo.com/W-Card-PaidDigital/v13-8/images/Products/Autograph/Autograph_card_art_D.png,Wells Fargo,Visa
Emirates Skywards Premium World Elite Mastercard,mastercard.us,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Cooler Bank,Mastercard
Emirates Skywards Rewards World Elite Mastercard,mastercard.us,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Cool Bank,Mastercard
Chase Freedom Flex,chase.com,https://creditcards.chase.com/K-Marketplace/images/cardart/sapphire_preferred_card.png,Chase,Visa
